node,degree_centrality_850,betweenness_centrality_850,closeness_centrality_850,clustering_coefficient_850
Q9BQI6,0.0003131850923896,2.2763275030371907e-06,0.000172166010111,0.3333333333333333
P29274,0.0002609875769913,6.186890124569448e-06,0.0001730522265697,0.2
P48995,0.0012527403695584,0.0001412682841948,0.0001923299796365,0.1304347826086956
Q6N063,0.0,0.0,0.0,0.0
Q9BZK7,0.0044889863242509,0.0003804122570304,0.0002188341087095,0.1337893296853625
P18124,0.0068378745171729,2.826041951879075e-05,0.0002038494763255,0.6856136230182032
Q6IEE7,0.0,0.0,0.0,0.0
Q8N5R6,0.0,0.0,0.0,0.0
O94923,0.0008351602463722,3.602244338835935e-05,0.0001774256789331,0.4333333333333333
Q96CJ1,0.0003653826077878,6.044554752037805e-07,0.0001679120260184,0.6190476190476191
A8K979,5.219751539826704e-05,0.0,0.0001470117109414,0.0
PRR21,0.0,0.0,0.0,0.0
P05362,0.002348888192922,0.0005761205296736,0.0002127853216779,0.1525252525252525
Q9Y483,0.0004697776385844,1.380909966853309e-07,0.0001744128707933,0.8611111111111112
Q8IWN7,0.0001043950307965,0.0,0.0001515749779674,1.0
Q6P988,0.0003653826077878,5.812060779182244e-07,0.0001726763935746,0.3809523809523809
Q6R2W3,0.0,0.0,0.0,0.0
A6NCL1,0.0,0.0,0.0,0.0
A0A087WVF3,5.219751539826704e-05,0.0,5.7171429789996763e-08,0.0
Q9HD43,0.0,0.0,0.0,0.0
Q15404,0.0003653826077878,3.092552373337496e-08,0.0001672108977222,0.7142857142857143
O00237,0.000208790061593,0.0,0.0001897782949146,1.0
Q9NSD9,0.0004697776385844,2.5273196453277454e-06,0.0001697213490462,0.6666666666666666
P45983,0.0092389602254932,0.0014829637101442,0.000239077642378,0.1063816127375449
Q96MI9,0.0,0.0,0.0,0.0
Q6ZS86,0.0,0.0,0.0,0.0
Q96CQ1,0.0,0.0,0.0,0.0
A6NC98,0.0,0.0,0.0,0.0
Q9UQ72,0.0,0.0,0.0,0.0
Q86VW1,0.0,0.0,0.0,0.0
Q9NYZ2,0.0001565925461948,9.925804774291148e-07,0.0001443968029094,0.6666666666666666
Q9BYE7,0.003131850923896,1.540808128452171e-05,0.0001951403130908,0.4898305084745762
P54845,0.0001565925461948,7.367490689715947e-07,0.000140341012266,0.3333333333333333
P55786,5.219751539826704e-05,0.0,0.0001692501992545,0.0
Q6GPH6,0.0,0.0,0.0,0.0
Q8NHZ8,0.0022444931621254,5.293220544830537e-06,0.0002007320165916,0.7253599114064231
Q16527,0.0,0.0,0.0,0.0
ENSP00000485194,0.0,0.0,0.0,0.0
P52744,0.0,0.0,0.0,0.0
O75182,0.0030274558930994,0.000106894836531,0.0002061297822825,0.2304900181488203
Q96BQ1,0.0,0.0,0.0,0.0
Q8TDW0,5.219751539826704e-05,0.0,1.316041989240896e-07,0.0
P39748,0.0053241465706232,0.0003426351067288,0.0002053791489736,0.2611143467287905
Q9BR01,0.0001565925461948,3.587563427741629e-05,0.000141539439389,0.0
P49765,0.0003131850923896,3.581191532413023e-05,0.0001777871136515,0.4666666666666667
Q14690,0.0081950099175279,6.087001000494642e-05,0.0001968622907625,0.5389514943655072
P21741,0.0005741726693809,1.9022312556896904e-05,0.0001885154969009,0.0727272727272727
O75494,0.0003653826077878,9.225409888416504e-07,0.0001661389646996,0.2857142857142857
Q6ZS27,0.0,0.0,0.0,0.0
Q9H714,0.0,0.0,0.0,0.0
P40306,0.0045411838396492,9.41330289495448e-05,0.0002154869329223,0.768511093290564
Q08999,0.0028186658315064,6.311364283940857e-05,0.0002072699904448,0.3312368972746331
P57060,5.219751539826704e-05,0.0,0.0001571858170926,0.0
Q9BYX4,0.0026098757699133,0.0001393948405239,0.0001978208480163,0.2661224489795918
P45973,0.0016703204927445,6.576565289350458e-05,0.0001928668595392,0.1512096774193548
P36888,0.0016181229773462,0.000100542117256,0.0002195062801123,0.2537634408602151
Q6UWU2,0.0,0.0,0.0,0.0
Q96M63,0.0005741726693809,7.44298539093485e-05,0.0001403039611643,0.3090909090909091
P14625,0.0018791105543376,0.000685973495648,0.0002119836549453,0.1809523809523809
Q9NNZ3,5.219751539826704e-05,0.0,0.000142543944518,0.0
Q9UKF2,0.0,0.0,0.0,0.0
P13164,0.0025054807391168,2.502039752390325e-05,0.0001910634401726,0.8448581560283688
Q16878,0.0005219751539826,3.506850553059169e-06,0.0001622240085913,0.3777777777777777
EXOC3L2,0.0002609875769913,0.0,0.0001650031019256,1.0
P55957,0.002348888192922,8.832211333763757e-05,0.0002115321158219,0.2606060606060606
Q96BY2,0.000208790061593,7.07041174225272e-07,0.0001733091402006,0.0
O94856,0.0007307652155757,1.5107766220469943e-05,0.0001691308663069,0.3076923076923077
P49792,0.0060549117861989,0.00049980332123,0.0002195182986945,0.3356821589205397
O95299,0.0040714062010648,5.772085377869368e-05,0.0001799497936971,0.6706626706626707
P29322,0.0005219751539826,8.427271442195541e-07,0.0001744341257886,0.1111111111111111
Q8N5C6,0.0,0.0,0.0,0.0
Q6UWY5,0.0,0.0,0.0,0.0
Q6UWP8,0.0,0.0,0.0,0.0
Q96PJ5,0.0,0.0,0.0,0.0
Q496H8,0.0,0.0,0.0,0.0
Q9NZZ3,0.0013049378849566,4.957697130386637e-05,0.0001929820263219,0.6166666666666667
Q8N6N2,0.0,0.0,0.0,0.0
P12644,0.002557678254515,0.0001234340560381,0.0002023655019973,0.298469387755102
Q9UKN8,0.0005219751539826,6.053351334993885e-06,0.0001801817195233,0.6888888888888889
P12018,0.0001043950307965,0.0,0.0001588261272232,1.0
Q5T5J6,0.0,0.0,0.0,0.0
P13693,0.0052719490552249,0.0002394839077341,0.0002129875596728,0.8481188118811881
Q8WV16,0.0020879006159306,2.973271355260151e-06,0.0001940940771962,0.8012820512820513
Q9Y2D4,0.0004175801231861,0.0,0.0001694972711785,1.0
Q9NTZ6,0.0,0.0,0.0,0.0
P51671,0.0030274558930994,0.0002499083958842,0.0002156145144414,0.3472474289171204
Q8N6N7,0.0,0.0,0.0,0.0
O43194,5.219751539826704e-05,0.0,0.0001455489819376,0.0
Q8N0Y2,0.0002609875769913,0.0,5.314625916539937e-07,0.4
P29597,0.0031840484392942,0.0001422203687808,0.0002134777744395,0.2885245901639344
Q93100,0.0004175801231861,1.1872636120052931e-05,0.0001644652351088,0.5357142857142857
Q5JSQ8,0.0,0.0,0.0,0.0
O95711,0.0002609875769913,1.442205188284618e-06,0.0001743379995808,0.6
Q9C0D0,0.0001043950307965,3.355963104350564e-07,0.0001807743606612,0.0
Q86U10,0.0001043950307965,0.0,0.0001440814990561,1.0
Q9Y6Y8,0.000208790061593,4.3067653052276505e-09,0.0001706100609077,0.6666666666666666
Q8IX12,5.219751539826704e-05,0.0,0.0001697860505713,0.0
Q13405,0.0041758012318613,4.338843772217695e-07,0.0001694514519384,0.8471518987341772
Q2M389,0.0003653826077878,2.6930218478076533e-08,0.0001595509372139,0.9047619047619048
Q9NRG0,0.000991752792567,6.052045931260024e-06,0.0001754100424089,0.5789473684210527
O15034,0.000208790061593,4.722057393665476e-06,0.0001558736547767,0.1666666666666666
Q15053,0.0,0.0,0.0,0.0
P49257,0.0018269130389393,0.0004949756964123,0.0001914776859006,0.2302521008403361
Q8NCE0,0.0005741726693809,9.721468194443532e-06,0.000162478579245,0.7272727272727273
ENSP00000485140,0.0,0.0,0.0,0.0
Q15759,0.0075686397327487,0.000821612770739,0.0002342517601086,0.0914750957854406
P01133,0.0073598496711556,0.0009555418974558,0.0002348121433776,0.1630192502532928
Q92543,0.0,0.0,0.0,0.0
Q8N1K5,0.0002609875769913,2.187227922969296e-07,0.0001878536721091,0.6
Q9UBU8,0.0032362459546925,0.0001449393412869,0.0002039479091157,0.28397673188789
Q9UBI1,0.0013571354003549,2.5826094558981084e-05,0.0001837228964414,0.6953846153846154
Q14153,0.0,0.0,0.0,0.0
O15382,0.0004697776385844,8.967788591254617e-07,0.0001574865180684,0.5277777777777778
P51798,0.0001043950307965,3.580412772019064e-05,0.0001411241781632,0.0
A2IDD5,0.0,0.0,0.0,0.0
O95751,0.0,0.0,0.0,0.0
B4DU55,0.0,0.0,0.0,0.0
O75414,0.0013049378849566,4.7739529715910445e-06,0.0001808177822376,0.5633333333333334
Q5T7W7,0.0,0.0,0.0,0.0
Q9BXU7,5.219751539826704e-05,0.0,0.0001821799099393,0.0
Q8TC99,0.0,0.0,0.0,0.0
Q9HAU0,0.0,0.0,0.0,0.0
Q9Y5A6,0.0001043950307965,0.0,4.25830590884524e-07,1.0
P09913,0.0027142708007098,1.0808398084220258e-05,0.0001924697407712,0.7812971342383107
P01920,0.0018791105543376,5.492795162328094e-05,0.0001933936557369,0.3206349206349206
P09884,0.0045411838396492,4.183624943770436e-05,0.000197027841493,0.330392943063352
Q14166,0.0,0.0,0.0,0.0
Q16790,0.0004175801231861,3.284536611016622e-05,0.0002002793684747,0.5357142857142857
P51451,0.0034972335316838,0.0001746956438009,0.000213781117525,0.2844866576209859
P13584,0.0,0.0,0.0,0.0
Q9H0H3,0.0012005428541601,0.0,0.0001810439426501,1.0
Q5TGP6,0.0,0.0,0.0,0.0
Q9UKK3,0.0001565925461948,2.3616100889744146e-07,0.0001572328513025,0.3333333333333333
Q71UM5,0.0076730347635452,0.000271991465801,0.0002021040482952,0.6001304631441617
Q14914,0.0,0.0,0.0,0.0
O14641,0.0040192086856665,0.0006601796929831,0.0002149206153406,0.1872863978127136
A8K855,0.0001565925461948,0.0,0.0001407040118237,0.6666666666666666
P17032,0.0,0.0,0.0,0.0
Q6UW56,5.219751539826704e-05,0.0,6.041379097021648e-08,0.0
Q9P2B7,0.0,0.0,0.0,0.0
Q8WXW3,0.0,0.0,0.0,0.0
Q7Z5L7,0.0,0.0,0.0,0.0
Q9NW64,0.0035494310470821,3.2510211006647355e-06,0.0001812735484896,0.6804214223002634
Q96RP8,0.0,0.0,0.0,0.0
O94972,0.0,0.0,0.0,0.0
Q9NZI5,0.0007307652155757,1.788314034900156e-07,0.0001929788058722,0.3846153846153846
Q8NDZ2,0.0,0.0,0.0,0.0
Q99999,0.0003653826077878,3.39800101942916e-07,0.0001386467706329,0.7142857142857143
P35869,0.0013571354003549,9.966506359133736e-05,0.0002201169904474,0.1784615384615384
P53814,0.0,0.0,0.0,0.0
Q9Y5R5,0.0,0.0,0.0,0.0
Q86YN6,0.0014093329157532,1.6197926962602794e-05,0.0002009051595603,0.4729344729344729
Q9Y6B6,0.0008873577617705,2.7689426907945232e-05,0.0001821719430343,0.5588235294117647
O75056,0.0033928385008873,0.0004873546088326,0.0002056369537738,0.1182692307692307
Q9Y5M8,0.0004697776385844,4.829070030373116e-06,0.0001797377311756,0.5277777777777778
Q96H96,0.0007307652155757,5.6532626069182845e-05,0.0001635968675403,0.4945054945054945
Q8NBL1,0.0002609875769913,1.749336404639433e-08,0.0001780938338472,0.4
P17036,0.0,0.0,0.0,0.0
P53801,0.0,0.0,0.0,0.0
Q496J9,0.0,0.0,0.0,0.0
Q9NR20,0.0,0.0,0.0,0.0
Q5DID0,0.0,0.0,0.0,0.0
O95251,0.0008351602463722,1.3922546261696525e-05,0.0001961717941343,0.375
Q2M329,0.0,0.0,0.0,0.0
Q8IYB1,0.0,0.0,0.0,0.0
Q8IXV7,0.0,0.0,0.0,0.0
P15954,0.0037060235932769,7.09674310608947e-05,0.0001831127760019,0.5963782696177062
Q96A72,0.0043323937780561,4.042399048936304e-05,0.0001852138748041,0.5674404936820453
LOC388813,0.0,0.0,0.0,0.0
Q8NFU5,0.0008351602463722,4.232833044039824e-05,0.0001836671426255,0.6
A6NFN9,0.0,0.0,0.0,0.0
C9JLR9,0.0,0.0,0.0,0.0
O00626,0.0018791105543376,5.169512391373671e-05,0.000195531117324,0.4873015873015873
Q9H8Y8,0.0003653826077878,5.443835824621189e-06,0.0001900808840348,0.4285714285714285
Q8IYX1,0.0,0.0,0.0,0.0
O00625,0.0003653826077878,4.466781481812537e-06,0.0001879642654297,0.7142857142857143
