node,closeness_centrality
P21145,0.00037287399722519675
P16233,0.0004311341900185116
Q14721,0.0004495189399114962
Q9NXR1,0.00042904071107426755
Q9H1Z8,0.00037589032607284704
O60779,0.0004032560196586798
Q07889,0.0005013902100418076
Q9Y6S9,0.0003680436561278982
Q9NR33,0.0004837706732786835
Q9P2Q2,0.00037459628872060937
Q8NA58,0.00036103020971848176
Q8IV45,0.0003415664107987614
Q9Y5Y3,0.0003381797945072602
Q9H1K1,0.0004430650187667849
Q9UNW8,0.0003757742452342769
P45984,0.0005045772905052441
O60225,0.000377712524024369
Q8WVB3,0.00034335151353042585
Q8N328,0.0
A2RU30,0.00041208493682866836
Q8N7G0,0.0
Q86TJ2,0.0004361187649663097
Q70Z35,0.00044819934799596894
Q8WUQ7,0.0004177181888110138
Q2TB18,0.0003331691451780575
Q9BTE1,0.0004750324811115548
Q9BUR4,0.0004600891806766244
Q9BWH2,0.0003768049108325818
Q5JRM2,0.000281762244219334
P05997,0.00043313010385888806
P17405,0.0004301811531113069
P13498,0.00045557583384448185
Q9Y3V2,0.00039918194776926446
Q15573,0.0004755846416841596
Q9NPG8,0.00033446858442264134
Q8IWL8,0.00038700764463158415
Q9UJN7,0.0
O75150,0.00046460062185891675
ENSP00000468040,0.0
Q9HB58,0.00040885863210441054
O15315,0.00044803354964418035
Q9UGF6,0.0004488547868202946
Q6NW29,0.00037527111916926635
Q96IV6,0.0003891178528511712
Q16878,0.00039610631702613334
Q9H9Q4,0.0004395673067972713
Q86V35,0.0003814561052906357
Q7LG56,0.0004612649973919344
Q17RG1,0.00044140455496513977
B2RUY7,0.00042802639839139396
C9orf92,0.0
Q9UHV8,0.00039501789825696084
Q5JVL4,0.0003890135736119461
P18621,0.0004768287018149859
P61289,0.00048495983909077926
Q6NUP7,0.0004249125876526429
Q92547,0.0004639534284983502
C9orf66,0.00024357503617660048
Q15119,0.0004179128836832826
Q99717,0.0004566259861424364
Q5JRC9,0.0
Q8NGF7,0.0004453505032819154
Q969E3,0.00037889876012503525
Q9Y2E5,0.00039213990149081413
P09382,0.0004347492496936404
Q9Y2L5,0.0004264133189533049
Q3KNS1,0.0003799724666735191
Q07444,0.00037224319912769287
P35498,0.0004583574233229172
Q9UHP3,0.0004383951850164887
Q9Y6K0,0.0004186542634733521
A4D1E1,0.0
O14772,0.0003790368167112681
P52799,0.0004691695288044741
Q9Y2T3,0.00042485756752268006
Q7L0R7,0.00033792324751002876
Q2MJR0,0.0004368691878129012
KRT34,0.0003010815775433234
Q9Y4H4,0.00039470715893267426
Q9Y2P7,0.00034662044823628924
Q86XE5,0.0004192061201432519
Q8WZ92,0.0004450884655215449
O43193,0.00037738426976439645
Q9BZM1,0.0004563313094013528
Q9NZN8,0.0004588310591412128
Q9P1W3,0.0003980158946007191
P29508,0.0004504452242928318
Q8N474,0.0004265107030747296
Q8TAY7,0.0
Q8WWX0,0.0004113675680674145
ENSP00000476252,0.0
P14778,0.0004497177600584426
Q9Y2B0,0.0003906443411184717
P23409,0.00041041124653321464
Q8N4P2,0.00040446843593662513
Q9UL42,0.0004007502230160214
Q03111,0.00045460541123279946
O95568,0.00037804121252041237
Q96BU1,0.0002944974032037698
Q15349,0.0004746615843229054
Q8TAP4,0.0004258824515800877
C9orf163,0.0
Q5H9U9,0.00041340087886704
Q8TE73,0.0004312178951906624
Q96KB5,0.00046191195344126676
Q8WXF7,0.00040744683080989967
P51513,0.00042726409086841203
O15014,0.00037497146934775894
Q8NGI7,0.0004452252933787415
Q9H6B4,0.00039034807972501446
Q08117,0.00040225969419843964
P10646,0.0004393118866093186
Q9UBK5,0.00042575546007868147
Q8WXF1,0.00040271177676604974
A6NDV4,0.0003720885440125889
Q14241,0.0004740239286855502
P08311,0.00044557179287471306
O43556,0.00043780901703670847
Q9NPA8,0.00045899368350376535
P48169,0.00040787980472164196
Q86YD3,0.00034838232038877313
P49721,0.00047837815767520656
Q07507,0.0003996220539383132
O75132,0.00033036765781568905
Q96PS1,0.00030564101125008663
Q96GD3,0.0004734188616746237
Q5TYM5,0.0002882440200278362
O60858,0.00043131623537792955
Q14264,0.0003618503421879995
P38919,0.0004903799946042937
Q15080,0.0004454087620982927
Q96L12,0.0004113787191917392
O75525,0.0004096763730523237
Q8NFW5,0.0003606672881353423
P54760,0.00046687285053016194
A8MZ97,0.00025618868060441286
O75081,0.00041043806302528465
O95389,0.0
Q96NS5,0.00041717347589536994
Q15051,0.0004350697873245916
Q9UER7,0.0004753056688507222
Q96S21,0.0003886657505604642
ENSP00000408511,0.00034546778175718
Q3MIR4,0.0003712755650948423
Q9UK28,0.0003953496895229779
P26038,0.00047182313724377023
Q9P242,0.0003789718421051823
Q92600,0.0004417178494003995
P43234,0.00043179603920720126
Q8IVV2,0.00038819945258827257
Q9Y5U2,0.00043512844743620745
Q495N2,0.0003412227548743162
Q9BYS8,0.0003990542958494788
O43719,0.00044885245276273775
O43309,0.0003477422374689801
Q8N488,0.0004353015885691614
A8MUP2,0.0003282132836347276
Q96LT4,0.0003865427389916914
Q6NUK1,0.0003792465531411876
Q15528,0.0004630924633454462
Q6P587,0.00037611840188442097
Q13950,0.0005183474803425244
O95352,0.0005212725375730378
P21359,0.0005018571856073877
Q01344,0.0004632721678519686
Q9NUU6,0.00037984363434760536
P59103,0.00038425219522553536
P17544,0.0004227491994540132
P41271,0.0003610935100130961
O00337,0.00036193068230381636
Q9NP77,0.00045510823579493655
Q8IUX7,0.00038253507168895857
Q6DHY5,0.0002972639170742192
Q9HBV2,0.0003940661869133815
Q9Y291,0.0004101597971324261
Q8NGE0,0.00044500158352929275
Q8TER0,0.00039021359680987164
P17936,0.00047307922616801807
Q8N0X2,0.00041138683904427635
P12268,0.0004690824799138582
Q14699,0.00034021760008723123
Q9BRK5,0.00043322653928624006
O96015,0.0004318252595161233
CRIPAK,0.00041029327465624805
Q99500,0.0004366291099832851
P51826,0.0003900257015644712
P35070,0.0004917081957479345
O60248,0.0003978625777781396
Q9NZ01,0.0004214631037038462
Q9HA64,0.0003902595015075374
Q96S52,0.0003614921880921795
O00327,0.00045752892482341833
O95104,0.0004379294178140877
B2RXF0,0.0
A2RRL7,0.00029736288252078374
O75147,0.00044006162667416644
Q6Y7W6,0.00045255677768798124
Q13637,0.0004176446199963535
O95178,0.0004600471472925314
Q9Y2W7,0.0004215436878379176
P19438,0.0004954537588633167
Q9NS73,0.0004507864170282153
P19961,0.00040850936284903005
Q96ME7,0.00041007498158038134
Q8NHX9,0.0003885566026592565
ENSP00000450730,0.00033450040639899844
Q7Z5S9,0.00034132572305694875
Q5VSR9,0.0002722898437534456
O95376,0.00043284049384920267
Q569K6,0.0003477725549087894
Q8TCF1,0.00037702992881706024
Q9NZP6,0.0004149671217138806
Q86V15,0.00039125926236543095
Q9NS61,0.0003947340757246079
A4UGR9,0.00041800089379138885
P02686,0.0004818880119441282
O60507,0.00037656491076913906
Q8N3U4,0.0004819586777334474
P00738,0.00045697767221456045
Q5VXU1,0.00039269952298689304
Q3SXM5,0.00033691369234568436
Q86VQ6,0.0004053721838446877
O00237,0.00040590714623722665
Q9BZE4,0.0004966935027077196
Q4VNC0,0.00030390505589930183
O15260,0.0004605603624046818
Q9NZM6,0.0003683827492773177
Q9H8N7,0.0004146836352808393
Q9H3U5,0.0003451943519313221
Q8NCC5,0.0004043984524455328
P55851,0.00045034210641994643
P61586,0.0005484296190378591
O43660,0.00045481485943983267
Q9UJW9,0.00037127581437702687
Q99697,0.00043821685070723307
Q9NVK5,0.00044912993156008123
P21549,0.00045684291492496614
Q86UT6,0.00042402559934527905
Q9UPM6,0.0004220252235273723
DUX4L3,0.00031810906126498263
Q8WWX8,0.00036630000304671713
P61952,0.0005216091893189525
P49619,0.00042482115372751225
Q8NC56,0.00043051915095676036
Q6ZTR5,0.00036213353783188894
Q9H0A6,0.00037819835887113225
Q15173,0.0005095096277036618
Q14031,0.00044731072709796574
Q8WVI0,0.0003676270439312252
Q96AH8,0.0004715699471014141
Q01538,0.00040611406080694727
Q6PJE2,0.00037109920398086075
Q96EP9,0.00033082999609416737
Q13618,0.00048187103109303774
P08651,0.000411105031539519
A6NDI0,0.0003515594624681433
Q9BQI4,0.0003759705037765519
Q2TAL5,0.0003943136266008294
Q5VYP0,0.0
Q8NG83,0.00044532114984194683
C5orf64,0.00029357190705061855
P50990,0.0005175388672221027
Q96SK3,0.0
A6NJJ6,0.00033489423999920705
Q92947,0.00041061029754602097
Q8TBX8,0.0004507536902533459
Q13410,0.0003388373442279669
ENSP00000471613,0.0
Q8N371,0.0004234208325461815
P25874,0.0004638553176069657
A4D161,0.0003556724443393129
P04233,0.0004916681511830633
P52736,0.0003531907014850871
Q16877,0.00041557910659731795
Q8NHU3,0.00037126942662666035
Q92887,0.0004311622387148653
OR10J3,0.00044370474847725647
Q8NGP4,0.0004455830016981811
O60721,0.0003786245363275362
Q8IZ63,0.00030982471065225866
GOLGA8T,0.00032557099194334773
Q96RA2,0.0004454943451069746
A6NHP3,0.00039718926692013497
A8MYA2,0.00025885274690398095
Q9UM82,0.00038440167999862407
O95433,0.0004556616376081191
P56645,0.0004361581841790096
P07814,0.0005196609485954797
Q16627,0.0003816140301522213
O75078,0.0003784688165435564
Q7KZN9,0.0004409856917042604
Q9BQS7,0.00040513739712107075
ZDHHC11B,0.00030774453827523465
Q5HYJ3,0.0003288305767417721
A6NE01,0.0
P12314,0.0004738822950451165
Q02447,0.00043686284587349385
P48382,0.00041283369509891304
Q9UL16,0.0003914388922763221
Q02985,0.00037447074282599804
Q13469,0.0004645111262243853
Q9Y6Q3,0.0003954748759041338
A0AV96,0.00040571998607783285
Q9C073,0.0
P02750,0.0004232560095126588
Q9BR11,0.00035192117211163917
Q8WXK4,0.00042516254589657
Q14142,0.0003972992426857261
Q6UWU4,0.0002962099815889872
Q9NTK5,0.0004554393113148414
Q9NYV6,0.00044177826089141154
P02671,0.0005008590509376747
Q8N3F9,0.000373111863129733
P17481,0.000368587414289433
O94903,0.0004031299555141085
Q9UBC3,0.0004817303093170872
Q9BXK1,0.00034810434155402997
Q03188,0.0004505357822572899
P50238,0.00040291161075988905
P57721,0.00037980840521689783
A2VCK2,0.0003545644502314387
H3BNL1,0.0003574485662822834
Q9Y2H9,0.00041232310123531573
Q8NGD3,0.0004453505032819154
Q6UXG8,0.0
Q149N8,0.00046280609988213144
Q9Y2B4,0.0003638870996133077
Q05DH4,0.00034819325883728847
Q6PGP7,0.0004354292499298291
ENSP00000462879,0.0
OR4F4,0.0004457491918026253
Q96JQ0,0.00042839923329651014
Q00534,0.0004968283305889519
B0YJ81,0.00036697300866475705
P16435,0.00041570479652661526
Q6ZUT9,0.0003484889006045312
P02760,0.0004512950500626094
Q8TAB3,0.00043035851118204
Q5T4I8,0.00031409060074138285
O95863,0.000511410543631505
Q8NCA5,0.00038252023638841065
O95342,0.0004187948542662862
P05412,0.0005567092546493552
Q9H649,0.00044227453989526265
O14508,0.00045130782634935143
Q9UJW8,0.0
Q9H503,0.00036214003752901174
ENSP00000468367,0.0004234514534881292
Q9UL54,0.0004031510801372916
Q8TDN6,0.00048081132666305933
O75056,0.00044523773950187615
Q9BYQ5,0.0
P26639,0.000444021540630792
Q53FZ2,0.00039662866235193366
P21741,0.00046003042698321723
Q8NAM6,0.000373862780007648
O00555,0.00047543762851771514
Q03060,0.0004365737929305583
Q6GV28,0.0003701375239091423
Q9HD64,0.0003429112922321007
Q9Y543,0.0
P56556,0.00046939367376530263
Q9UHP9,0.000424400960174352
Q9UNN8,0.00043010954825932224
P08572,0.0004500343177874787
O14813,0.00040270312510371956
Q69YN2,0.0004227847538259677
Q9Y2V2,0.00037320024183560825
Q92731,0.0005096225736827937
O43508,0.00040891950828112026
P11532,0.00046333601093798284
A1A519,0.0003938992893110159
P16471,0.00047313893145601796
O75900,0.00036954107682572593
Q14938,0.000403205748079825
Q9Y2B2,0.0003777469380109565
Q96JM3,0.0003937943599384784
P17301,0.0004819185647423299
Q12849,0.00040579164681238487
P52435,0.0005239712174765457
Q8N2C3,0.0003563510093985459
Q8WXG1,0.0004347793731719724
P10176,0.0004433189809568875
SPATA8,0.00036296344637877287
Q5GH73,0.0003860985265407887
Q9Y3D7,0.00043412553282302316
FMO6P,0.00021563891156549375
Q8WUD4,0.0004051450869322737
P0C0L4,0.0004480661322133892
Q9H598,0.00045118553747368925
Q13368,0.0004063854157961147
O60292,0.00030855135030085083
Q8IUL8,0.00038739067414262675
Q6ZRY4,0.00037298146868925384
A6NEK1,0.000401161416400807
Q9UJL9,0.00031392620259269475
Q96SQ9,0.0004090353109069961
P31327,0.00045865163252002916
Q8NFK1,0.00040253066435755775
Q9NV79,0.00037072034971265494
Q96RI8,0.00033581809099127673
Q15034,0.0004279896878467658
O43524,0.0005143731284799487
Q6P4I2,0.00040839863660268715
TXNRD3NB,0.0
O00623,0.00047286524584113244
Q8TBH0,0.0003875631694462769
Q6ZP65,0.000394220657592986
Q8WUH2,0.0004411519779579535
Q9NQ89,0.0003153611775095789
ENSP00000484537,0.0002762693746925644
Q07973,0.00040410611682015386
Q14566,0.0004818986551123705
Q9HAV5,0.0003744628737426908
Q86TG1,0.00035010923600616316
Q9Y3U8,0.00046490817970464194
O95832,0.0004254710008103375
Q8N6I4,0.0003743523453057854
Q92918,0.0004143343399982256
Q7Z4V5,0.0003939206151297642
Q9NYW3,0.00039814991533750435
Q96RQ9,0.0004312288978977164
Q9UKA4,0.00043106584842123106
Q86W67,0.00032844027812085354
P60002,0.0004345098204346
Q96JH7,0.0004444525678733183
Q6NXR4,0.00039543177449647023
Q9Y376,0.00041803048891429393
Q9BUL8,0.00043682357956273084
Q05516,0.00047254494091573864
Q8NH37,0.00044564413842012283
Q6EMK4,0.0003864406707097644
B2RNG4,0.00035719076630156296
Q5VIR6,0.0004433298212575095
O95867,0.000328520103211642
Q9BVP2,0.0004764147419863702
Q92886,0.00045338830669502364
Q13247,0.000465311932544639
Q0P641,0.0003307047054427076
Q01523,0.0003661023916253917
P08833,0.00045892184273870374
Q8WU39,0.0003911173991611032
P29017,0.0004514542412772847
P0CH99,0.0
A6NIY4,0.00039754734861203637
Q0D2K0,0.00040486499151054295
Q8TF32,0.0
Q8N884,0.0004300284047008253
H3BQW9,0.0
USP17L15,0.0004041206894145081
Q9UJZ1,0.00043678203462753465
Q16650,0.0004381087873110225
Q8TDB4,0.0003604853407339894
Q14584,0.0
O95477,0.0004833809538288565
Q96G61,0.00037364962831475893
H0Y8V1,0.0003575383051882268
P13533,0.00047055234003423504
P09430,0.0004091313508127248
Q8NH48,0.00044640893202095897
CEACAM18,0.0002955780666290991
P16284,0.0005105164439498597
Q8TEE9,0.0003441575780397648
Q5BKZ1,0.00042273348471138535
Q9NVL8,0.00029489922003128274
Q9UL17,0.0004727675488246871
P01225,0.00043348546444757464
Q13938,0.00037829130707312756
Q8N9F0,0.00039151175542013583
Q8TAF7,0.0003782838184263065
P22459,0.00043366775824211265
Q8N309,0.0003604153087560042
O95235,0.0004621602113848743
P25705,0.000501341428224988
Q9BTX3,0.00043065824483213676
Q96QU4,0.0002503600782405897
P08319,0.00042679570033470586
Q7Z6E9,0.00043573561887373923
O60603,0.0004998932345260201
Q9Y5Y9,0.00044574343155546933
Q14498,0.00046213778506678225
Q4LE39,0.00043725864204864173
Q8N4M1,0.00033241176445630984
Q6ZMI3,0.00037275123616838953
O43711,0.0004108630725084691
P32320,0.0004370745158614481
Q8NH43,0.0004453246689123866
Q6UW60,0.0003681645381248545
Q99758,0.00040720660861894844
P50750,0.0005024127458108101
P59797,0.00039862342167083466
Q9NQ90,0.0004140061280337244
Q99733,0.00045171334828487334
P18859,0.00044996830910739915
Q00796,0.00042162525717948476
Q9NRR4,0.00047949222556724575
O00358,0.0003962016147803189
P45974,0.00047222491840043636
Q8NFH5,0.0004638061743867457
Q02325,0.00039473133721133513
O76031,0.00044049061065495394
C10orf12,0.0003864503087964099
O43559,0.00041842891483341864
Q16799,0.0004322841244496853
Q8NFT8,0.0004204792669237896
Q9Y6H5,0.0004323794122304803
Q6ICI0,0.0003134267496422992
Q9HAV4,0.00045037000491802645
P60893,0.00038341018602632617
Q8TD91,0.00036169865551449694
Q9P2P5,0.0003767371778717983
Q9H400,0.00036933881297064624
Q8NC42,0.00036532376510077746
Q9BWW4,0.0003717731201584933
H3BU77,0.0
Q92979,0.0004823731798873641
Q6PL18,0.0004693405117561155
Q6PL45,0.0
Q9NYH9,0.0004611045567657202
Q9P0U3,0.0004434922337563148
Q8TC94,0.00037771304002659375
Q8WVD3,0.0003912091003559536
Q5HY64,0.00032684080505571334
Q9UKN5,0.00040955684202755385
A7MD48,0.0003941174705697155
P51956,0.0003894521195739369
ENSP00000457718,0.0004035810150557857
P20290,0.000464631425211401
Q11130,0.0003930380885949475
Q8WW36,0.00030159770757874827
Q7Z6L1,0.0003790574080162138
Q7L2H7,0.0004622411597693932
Q16143,0.00042589964167676536
O75829,0.00034357890946003976
Q13642,0.0004512509026263007
Q9H1K4,0.0003907879066919729
P36402,0.00046740165105194753
Q4VC44,0.00035005298263269944
Q6FHJ7,0.00043086234889189867
Q86V25,0.00035068676254125107
P05181,0.0004667592432512031
A6NF83,0.0003996778723236876
ENSP00000472277,0.0
P46721,0.0004341661158529004
Q15067,0.0004460217216007733
Q6UX53,0.00026502192400712916
Q9Y5F9,0.00023153517924279403
Q96AP0,0.0004672721519789147
Q6ZS17,0.00039291870629800394
P49418,0.0004722994090943285
O95336,0.00039775781541892926
A6ND01,0.00028625252000978683
Q9GZT5,0.0004302189204697813
Q9NY28,0.0003580227477351635
Q96JG6,0.0003995554966374067
O95182,0.0004739224394647609
Q99680,0.00037703123826730563
O43307,0.0004209858839499017
Q8IVL1,0.00037051855436390257
Q9Y5B6,0.0003997626767790956
A8K855,0.0003896790533866184
Q9Y5S8,0.00045046717231064917
Q86SG2,0.00036633449227099253
ENSP00000478035,0.00042225905832025555
Q86W10,0.0003259335673604077
Q9NQE7,0.0003443610446096734
P42768,0.0004902425313433499
Q86US8,0.00045165138817599023
Q6DHV7,0.0004231258541996586
P54252,0.00046817624101364394
P04075,0.000447525978564371
Q8N307,0.0004259381988720163
Q9NTU7,0.00038625513423730064
Q9H6R3,0.00039689488315597973
Q9NTU4,0.0004050429633342107
ZNF738,0.0
P51151,0.00042208952014551477
Q7Z5B4,0.00041945348437187195
P09417,0.0004231290008680728
P16662,0.000434109173936294
Q9Y561,0.0003782742275687076
Q96BS2,0.00038398666842929077
Q6MZM9,0.000314020229989582
Q6UW56,0.00037768769308372353
Q8N6M6,0.00040462136353935457
P53708,0.00046438339430650944
P34947,0.0004416683348882424
P06396,0.00047672247620204677
Q8IU99,0.00039678217721885465
P17931,0.00047802677446330414
Q8NDX5,0.0004836630643314761
P52926,0.0004557020518866253
Q9BYR3,0.00021529850574949922
O00189,0.00045446720518924305
Q9BX95,0.00037955062686231616
Q8N1E6,0.00041019007041594695
Q8NCR9,0.00039640466445875554
Q6ZQR2,0.0002777717320183663
Q8N967,0.00037289104831047593
Q68D91,0.0003483552226095832
O94844,0.0004365427633467958
O15090,0.00039765907774359365
O14730,0.0004190162215894555
P22612,0.0005366449309887553
Q63HQ2,0.00038900184035020184
Q96SU4,0.00034020459654805627
C6orf25,0.00037138850861593534
P13489,0.00039937032490259253
Q99584,0.0003831657911147699
O00541,0.0004711531457441444
Q30154,0.0004758405245240427
O00764,0.00040952972352478945
Q69YU3,0.00034614269197724793
Q16534,0.0004047064463184939
P03971,0.00045234666301959735
Q9UN66,0.0
P33032,0.0003583205871686669
Q16690,0.00041634294989518475
Q96EY1,0.0004547667949059933
Q5SZB4,0.0
Q9UPU9,0.00041247835432800913
Q9NUZ1,0.00038549485339056514
Q08AF3,0.0
P31689,0.0004669536839028983
Q05925,0.00040844230143386703
Q8N983,0.0004444075390116761
Q9BPX1,0.0003870568026435586
Q8NH60,0.0004462214315989666
P18405,0.00042875826671839173
P08294,0.0004428964893179864
Q6UWW8,0.00038040056881024
P14678,0.0004722736182859833
Q6NWY9,0.00045396438611047216
Q03828,0.0003860325233845594
Q9H3H1,0.00042439861903970436
Q8N8Z6,0.0003707079543438092
Q96GD4,0.0005101457828726754
Q99784,0.000402667825775166
Q9H0Q0,0.00037957350497314746
Q02880,0.00047225464883925307
P84095,0.00045703159975391347
P40424,0.00048599188892838773
O00155,0.00038344631087048513
Q13325,0.00039885047423132984
O60701,0.00041040855270232896
P50553,0.0004464065670218488
Q9H310,0.00038817941444013753
O15228,0.0004296081256937262
Q15847,0.00035581239210372097
Q96JA4,0.0003736799994171364
Q9H1J7,0.00043406100971264656
Q9H2H9,0.0003772094404397289
Q9P2D6,0.0002583863630270851
Q6ZUB1,0.0
O00469,0.0004472226137492706
Q9BU02,0.0003911814168509742
Q92915,0.0004400283047826179
Q96QA6,0.00034700779021967825
Q5JXA9,0.0
Q8N4P3,0.00043664796515155093
O15121,0.00040427484116930314
P15172,0.0004886624480576137
Q8NG81,0.00044494701140714217
Q8WUG5,0.0003546811885408924
Q08289,0.0004768119985583687
O14867,0.00042743416752888516
Q9H9H5,0.0003428115427162615
Q9NZM5,0.00045939677754050474
O43242,0.0004815603380780856
O75896,0.00038280172432024885
Q16553,0.00039999851603060295
P50053,0.00041313842294838775
Q9H9J4,0.000412267652520191
Q5T2S8,0.000398575654067815
O94819,0.00034723590000911866
Q8TF44,0.0003297494033029894
Q96KR6,0.0
P0DMB2,0.0
Q08554,0.00043396543703459376
Q8N162,0.00044509867599115135
Q6UXG3,0.0003749101526953123
P0C672,0.0003766217277867251
Q6UXT9,0.000332029432653037
Q9NPH9,0.0003969292220614556
Q9HD34,0.0004279557781169771
P14616,0.000453021928338129
O60499,0.00042616371521059926
P16118,0.00043587738507295837
O75937,0.00044780258984008397
Q8N966,0.00035419529008393
Q8N531,0.0004068271629501278
Q8TCT7,0.0003787028616819459
Q96FE7,0.00032141628015345733
Q6ZRR5,0.0003629964463264693
O43731,0.00044827341244843815
Q6UWV6,0.00037514481837983173
Q9NQ35,0.00030930065021441197
P06241,0.0005060998304828903
Q9NZH7,0.00040362355446321756
Q8WYQ4,0.0
Q9BUL9,0.0004433435834274336
P31997,0.0004219775296446895
Q14814,0.0004636160704759301
Q8NE22,0.0003832794025822192
P84022,0.0005203842048927503
Q9BXM7,0.0005011820088780879
P24855,0.00038383660697615817
A0A126GVR8,0.00044500666433000584
A6NC42,0.00039121501636464563
Q9NXJ0,0.0003423467516409021
Q6S8J3,0.0003782574487809805
Q9BXT4,0.00039471167562573186
Q15042,0.0004078996247536503
O95450,0.0004176195935782953
Q9Y6N8,0.00041225829726025426
O60931,0.00041415517766574787
Q8N4B1,0.00034595711470096637
Q8IYL2,0.0004046941730895968
Q96P64,0.0
P47888,0.00045080357464669806
Q9HC21,0.0004130118506294506
Q9UBM8,0.0003617325498660465
Q8WYA0,0.00042179386954582955
P02748,0.00043322609380729016
Q9BXN2,0.000443100166942239
Q9H1P3,0.0003927609822943833
Q9H7U1,0.00028374346301407146
Q9UQ26,0.00040155060859154324
Q9BRI3,0.00036358672917805734
P17661,0.0004284687135157446
P16083,0.00036618012238803544
Q8N5Q1,0.00034838759503536313
O96007,0.00041713381444942796
