node,clustering_coefficient
Q6ZN55,0.0
P04118,0.3333333333333333
Q9Y342,0.0
O60930,0.0
Q16821,0.4642857142857143
Q14181,0.43415276558384547
Q499Z4,0.0
Q96DT5,0.8333333333333334
P55211,0.21592442645074225
O95292,0.06666666666666667
P29966,0.09523809523809523
Q8N3L3,0.0
Q8TCP9,0.0
O43422,0.0
Q9NYG2,0.0
Q8WXG8,0.0
P28329,0.19444444444444445
Q5T4D3,0.0
P54760,0.24736842105263157
O15056,0.35080645161290325
Q9NYG8,0.0
Q9UNX4,0.5652095048068202
P60022,0.7462365591397849
Q8NH61,0.0
Q9BQB6,0.4
Q9Y328,0.0
P00439,0.2833333333333333
P35557,0.2345110087045571
Q86XK3,1.0
Q96AB3,0.0
P50135,0.4
Q96RM1,1.0
Q7Z6G8,0.0
P42704,0.2571428571428571
Q969Q5,0.0
P0CW23,0.0
P26367,0.06552706552706553
Q96C00,0.0
Q8NAF0,0.0
P78337,0.3333333333333333
Q7Z2K6,0.0
Q5TYW1,0.0
O94886,0.0
Q69YZ2,0.0
ENSP00000476742,0.0
Q7Z449,0.6245059288537549
P08172,0.4
P27540,0.2064102564102564
Q6PP77,0.0
Q6IBW4,1.0
Q96QH8,0.0
Q9NSC5,0.8
Q9UL63,1.0
P63010,0.2268305171530978
Q96ER9,0.0
Q9H2G2,0.0
Q6PK18,0.0
Q9UHF4,0.3333333333333333
O75807,0.31746031746031744
Q6P3R8,0.0
Q9H1U4,0.0
Q16658,0.638095238095238
P53370,0.0
P60409,0.0
Q5U3C3,0.0
Q5T7P2,0.9052631578947369
P41279,0.22924901185770752
A6NJG2,0.0
Q13324,0.5714285714285714
P68431,0.21839080459770116
O43149,0.0
Q8IV38,0.0
Q9BYT9,0.0
P51790,0.0
Q13503,0.7437943262411347
Q9NZN5,0.18478260869565216
Q8IW40,0.38095238095238093
Q53H76,0.9523809523809523
O94766,0.6126482213438735
P10176,0.7792207792207793
P16278,0.13257575757575757
Q8WZ55,0.0
P23769,0.25146198830409355
Q86V35,0.0
Q9BTF0,0.0
Q96AJ9,0.358974358974359
Q0JRZ9,0.6181818181818182
Q8NGH5,0.0
Q8WVC6,0.0
Q00796,0.37777777777777777
Q6A163,0.0
P42658,0.2
P07510,1.0
Q5JTD0,0.0
Q96BF6,0.0
Q8WU49,0.0
Q06546,0.5277777777777778
Q6P1L8,0.8624561403508771
Q14247,0.27403508771929824
A6NGB7,0.0
A1A4S6,0.4
Q14164,0.3472906403940887
Q8NAG6,0.0
Q6ZW05,0.0
P53365,0.5
P05026,0.2545454545454545
Q9BYQ0,0.0
Q9UIX4,0.0
Q96T11,0.0
Q9BYZ2,0.3974358974358974
Q13698,0.5421052631578948
Q9UJD0,0.0
P68106,0.3611111111111111
Q400G9,0.0
O75462,0.3333333333333333
Q9H208,0.0
P49674,0.2463002114164905
Q99714,0.3275862068965517
Q5TDH0,0.0
Q9NRH1,0.0
Q8N6F1,1.0
P61077,0.1406048906048906
P25929,0.0
Q8NCE0,0.7272727272727273
O95613,0.2518939393939394
Q9Y5U4,0.4666666666666667
Q9NRP7,1.0
C10orf126,0.0
Q9NRX2,0.5212581634013062
P24539,0.4875110196885101
Q9HAF1,0.3419053185271771
Q5SW96,0.4666666666666667
Q96BH1,0.0
Q8WVM8,0.18840579710144928
Q9Y2V3,0.0
Q15286,0.05
P61289,0.6791208791208792
P27918,0.6797979797979798
Q9NQV7,0.48616600790513836
C2orf48,0.0
Q00G26,1.0
Q66GS9,0.41025641025641024
Q5SV97,0.0
Q53FP2,0.0
Q9H8U3,0.0
P37287,0.40441176470588236
P01574,0.43137254901960786
Q96QU4,0.0
P30556,0.19298245614035087
Q99618,0.6214177978883861
Q8N7R7,0.0
O95484,0.0
Q9H446,0.5
O60907,0.127170582226762
C20orf166,0.0
Q9BQE4,0.3076923076923077
Q96HV5,0.0
Q96A72,0.5674404936820453
P43489,0.13333333333333333
O14948,0.0
Q86SE5,0.0
Q6ZV89,0.0
B2RNG4,0.0
Q14517,0.6703296703296703
Q16831,0.5
P25054,0.2098997493734336
Q9UMR7,0.0
Q8N554,0.0
Q9C091,0.0
Q6QNK2,0.0
Q86T75,0.0
Q5JSJ4,0.0
Q92782,0.9848484848484849
Q6P1K2,0.6
Q9UBI9,0.0
Q96BW5,0.0
Q92185,0.2
Q9NR22,0.5
P31391,0.0
Q15311,0.26811594202898553
Q8WYP3,0.5357142857142857
Q8N806,0.0
C9orf129,0.0
Q9BXA9,0.0
P43487,0.5636363636363636
A0A669KBI9,0.0
Q15800,0.5578947368421052
Q2VY69,0.0
Q9BUF7,0.8333333333333334
Q8N715,0.0
Q9H665,0.0
Q96NX9,0.0
D6RBQ6,1.0
O76093,0.7333333333333333
P03950,0.0
Q99496,0.2447850821744627
Q15544,0.792063492063492
Q9H9Y6,0.3895448690425075
Q6UWE0,0.0
P60321,0.0
Q8WW52,0.0
Q9H5J8,0.7292682926829268
Q9NYK5,0.825
P30041,0.2087912087912088
Q96MM3,0.0
Q86TJ5,0.0
P23025,0.2850678733031674
O96020,0.5276653171390013
P28845,0.3235294117647059
Q12866,0.0
Q495W5,0.0
Q92664,0.6202090592334495
Q6UWT4,0.0
Q6PIZ9,0.38095238095238093
Q96F44,0.0
Q9P0J7,0.0
Q9Y5I2,0.0
Q9UHE8,0.0
P47914,0.7390487375220199
P51654,0.06095791001451379
Q9UGM6,0.7582417582417582
Q9UQL6,0.19611470860314523
O60244,0.5993265993265994
Q75T13,0.7142857142857143
Q16849,0.0
Q9NZU5,0.0
Q96A00,0.38181818181818183
Q8TBK6,0.0
Q96A33,0.0
Q15386,0.4
Q96QS1,0.0
Q9H3S7,0.40942028985507245
O60613,0.0
Q9H1K0,0.14545454545454545
O75151,0.3333333333333333
P11142,0.07909066878139043
Q08722,0.15384615384615385
Q9NP87,0.6410256410256411
P16885,0.21818181818181817
Q86SH2,0.0
Q8NHU0,0.0
A6NCL7,0.0
Q8IYN0,0.0
Q86XP6,0.0
Q68D42,0.0
DSCR8,0.0
Q0P5N6,0.0
Q15649,0.9
Q9NPF7,0.492436974789916
Q9UL25,0.06666666666666667
Q8N1G1,1.0
P59901,0.4
O95239,0.6309362279511533
O43323,0.3333333333333333
Q9BQW3,0.0
Q9HCL0,0.0
P0DMV1,0.0
Q5H9T9,1.0
Q9NWZ8,0.7593537414965986
Q9NRR2,0.0
P52294,0.2554112554112554
Q8WYK2,0.47619047619047616
Q9H7F4,0.0
O60359,0.5052910052910053
Q9NZ63,0.0
Q9UBD6,0.0
Q8TD84,0.0
Q8IUW3,1.0
Q8TEA7,0.0
Q12802,0.3161764705882353
Q8NHY5,1.0
Q12901,0.0
O60811,0.0
Q96AA8,0.0
Q9Y663,0.22727272727272727
C17orf82,0.0
P0CB47,0.0
P14784,0.3788410886742757
O75940,0.7575757575757576
Q9UNP9,0.7821969696969697
Q8N4P6,0.0
Q86V71,0.0
Q8TDX7,0.680672268907563
Q12841,0.0
P78310,0.0
Q9ULV1,0.45897435897435895
Q9Y5U5,0.4
Q8N307,0.3894230769230769
Q14061,0.45652173913043476
O75648,0.3333333333333333
Q96LR4,0.0
Q96P68,0.0
O60237,0.5454545454545454
O95208,0.5454545454545454
Q9Y2J4,0.5
P17538,0.4
Q5T2R2,0.43137254901960786
P63241,0.813655761024182
P49023,0.1869625042999656
Q9BR77,0.0
Q99457,0.0
O75494,0.2857142857142857
Q9BVQ7,0.0
P31271,0.0
P08700,0.3463414634146341
Q8TDU6,0.0
Q3B7T3,0.0
Q9NPR9,0.0
P18846,0.5714285714285714
Q16799,0.0
P14138,0.3333333333333333
P13598,0.42857142857142855
Q96AJ1,0.9789473684210527
O60427,0.21578947368421053
Q9UIG5,0.0
Q3KQV9,0.0
P49757,0.433489827856025
Q9P0L2,0.0
Q53R12,0.0
Q9BSR8,0.16666666666666666
Q96KG9,0.5454545454545454
P15408,0.35714285714285715
Q9NYC9,0.8333333333333334
Q86WB0,0.0
A8MXV6,0.0
Q96JQ0,0.0
ENSP00000479373,0.0
Q5QJU3,0.8514492753623188
Q9Y242,1.0
A8K830,0.0
P04004,0.22435897435897437
Q92831,0.14650621118012422
P56385,0.50351966873706
Q6YFQ2,0.8387096774193549
Q9H6L2,0.7619047619047619
Q16560,0.6536796536796536
C15orf32,0.0
Q9H1Z4,0.0
Q96A59,0.0
P55899,1.0
Q13237,0.07352941176470588
DUX4L6,1.0
O60658,0.9
Q13568,0.5502983802216539
Q53FV1,0.3333333333333333
O43819,0.41818181818181815
P48066,0.0
P0CG48,0.05360585836114201
Q15835,0.2857142857142857
P26717,0.7238095238095238
Q0WX57,0.0
Q9HCS2,0.0
Q9H6I2,0.23809523809523808
Q16832,0.0
Q96RJ0,0.0
Q15283,0.14285714285714285
P09017,0.4
Q14258,0.2907563025210084
P08651,0.432258064516129
P08218,0.0
Q86VV4,0.0
P09668,0.44871794871794873
O95409,0.0
P49682,0.28698752228163993
Q8NHJ6,0.26666666666666666
Q5VZK9,0.16666666666666666
P07438,0.0
Q9UBQ5,0.8901227352425483
Q16134,0.2
O60759,0.0
P01019,0.17313797313797313
Q01954,0.0
Q9HC77,0.2727272727272727
A0A0G2JPZ2,0.0
P06730,0.12237762237762238
Q8J025,0.0
P16070,0.07900888265544646
Q9H9H5,0.0
Q6ZMV8,0.0
Q8NFH5,0.5238521836506159
O60264,0.2101010101010101
P78324,0.4230769230769231
Q5TFG8,0.0
Q96FL8,0.0
Q53RT3,0.0
Q9BR26,0.0
Q9BQD7,0.0
Q8IYT4,0.0
Q9GZM3,1.0
P24666,1.0
P22413,0.12773892773892773
OR51J1,0.0
Q9Y530,0.0
Q9NQW5,0.0
P60371,0.0
Q8TBZ9,0.0
Q5SZJ8,0.0
Q969W8,0.0
Q9UL16,0.0
Q2VWA4,0.0
Q9GZP9,0.5073529411764706
P78396,0.2706766917293233
Q8N2H4,0.26666666666666666
Q96I25,0.5857142857142857
Q7L014,0.6420168067226891
Q8IYF3,0.0
Q9NS91,0.33868092691622104
Q9Y5X1,0.29347826086956524
O14957,0.7213250517598344
Q9Y5N6,0.6951951951951952
Q86V42,0.0
Q9Y375,0.7218728162124388
Q8IWA6,0.0
Q5SWH9,0.0
Q6P1K1,0.0
Q99990,1.0
Q9NRD5,0.3566666666666667
Q9Y5X9,0.7333333333333333
O14713,0.16666666666666666
Q8TDR4,0.0
P21980,0.10526315789473684
Q8N0X2,1.0
Q9ULZ0,0.0
P59537,0.0
Q6IPT2,0.0
Q86SP6,0.0
Q9Y5X0,0.0
P61966,0.5310344827586206
P61978,0.28771228771228774
Q9BX46,0.0
P50548,1.0
Q9Y586,0.0
Q6QNY1,0.31333333333333335
Q8NEU8,0.0
Q8NBK3,0.13333333333333333
P60673,0.0
Q9UQ03,0.0
O95932,0.0
A6NJU9,0.0
Q9Y2L5,0.8857142857142857
Q8NBU5,1.0
Q9H814,0.6756756756756757
Q6NUS6,1.0
Q8TBB1,0.0
Q96QE5,0.0
ENSP00000467958,0.0
P07320,1.0
Q9Y2H5,0.0
Q8WUM9,0.0
P78412,0.0
P24298,0.2679738562091503
Q96M02,0.0
Q8N907,0.7333333333333333
P08473,0.16911764705882354
P02808,0.6666666666666666
Q7Z5J8,0.0
Q96HG1,0.0
Q9BPX1,0.0
Q96JP5,0.0
Q6L8H1,0.0
Q3SX64,0.0
Q86TD4,0.6666666666666666
Q96G61,0.0
Q9UQP3,0.0
Q9H9F9,0.651219512195122
Q02643,0.0
Q9HD67,0.09523809523809523
P00813,0.34502923976608185
O00268,0.3912280701754386
P05549,0.12169312169312169
Q8NEW7,0.8333333333333334
Q9HCE5,0.35698924731182796
Q8WU43,0.0
Q9P255,0.0
P47895,0.41333333333333333
Q8IVH2,0.0
A8MW92,1.0
P32249,0.0
Q86V40,0.0
Q03164,0.29508196721311475
ENSP00000389275,0.0
P13646,0.0
Q04609,0.4
Q6IEE8,0.0
Q7L8W6,1.0
Q17RM4,0.0
Q96E09,0.0
Q15652,0.0
Q9UKL2,0.0
Q16270,0.3333333333333333
Q96A29,0.0
Q6NUN9,0.0
Q9UHK0,0.4642857142857143
P15559,0.1794871794871795
Q5HYM0,0.0
Q8WWH5,0.5946969696969697
Q3MIT2,0.0
Q13614,0.13186813186813187
P15428,0.0
O15146,0.3904761904761905
P36957,0.3968253968253968
O15020,0.38181818181818183
Q8N660,0.0
P07477,0.18181818181818182
P50226,0.24175824175824176
Q15599,0.16911764705882354
Q6PIY5,0.0
P45984,0.16923076923076924
Q9NWF4,0.0
Q9UKK9,0.18181818181818182
Q9UPT5,0.3314393939393939
P46092,0.0
O94819,0.0
Q13520,0.6666666666666666
Q86VD9,1.0
Q8IZ69,0.0
P85037,0.85
Q96BR5,0.0
Q96MT7,0.0
Q06481,0.6666666666666666
Q8N684,0.8727272727272727
C9J3I9,0.0
O76027,0.0
Q00688,0.5
Q9H341,0.0
Q9H2F9,0.6666666666666666
Q9NZH6,0.46320346320346323
P47972,0.0
Q8NH83,0.0
P62191,0.5349457881567974
Q8TF76,0.3333333333333333
Q02388,0.14035087719298245
Q93052,0.0
A6NFQ7,0.0
Q16549,0.0
O14529,0.0
Q4KWH8,0.7142857142857143
P30154,0.2562014068863384
Q86VK4,0.0
Q8IWG1,0.0
Q9Y241,0.8333333333333334
Q9BQG0,0.4648148148148148
P0DN86,0.0
Q6UW56,0.0
Q16881,0.1310344827586207
P02794,0.16666666666666666
Q9NYZ1,0.0
Q9GZM7,0.0
Q8IX90,0.7583333333333333
Q9UI43,0.0
Q9H819,0.0
Q9HAZ2,0.19444444444444445
Q96NT5,0.0
C9orf139,0.0
O15123,0.43956043956043955
O75037,0.0
Q7L5D6,0.6071428571428571
Q13433,0.0
P31151,0.0
Q8NCM2,0.0
Q9BYS1,0.0
Q53S58,0.0
P51157,0.006688963210702341
Q5T9S5,0.0
P62857,0.4332902670111972
Q96A84,0.0
P00387,0.0
Q8WUU8,0.0
Q9BSA9,0.0
Q9UHV8,0.0
Q9NXB0,0.5686274509803921
Q9Y6C2,0.0
P08962,0.08333333333333333
Q9Y250,0.0
Q8N228,0.0
Q9NPY3,0.0
O94967,0.0
P24278,0.0
P11279,0.08974358974358974
Q9Y3A6,0.819047619047619
Q86YQ8,0.0
P0C6S8,0.0
O60721,0.0
O15066,0.6571428571428571
Q9BSJ5,1.0
O95936,0.0
Q9NX38,0.0
Q14469,0.27128503437334744
Q969G2,0.2857142857142857
Q6DN12,0.0
Q9Y5E9,0.0
P04180,0.32873563218390806
O60504,0.4
Q9NPA0,1.0
Q9NY25,1.0
Q7KZN9,0.4199134199134199
Q86W11,0.0
Q6PL24,0.0
Q16825,0.35714285714285715
Q9NZI2,0.6
Q8IWL2,0.32142857142857145
Q9HA38,0.0
Q9NR31,0.4505928853754941
Q96PB7,0.0
Q9P021,0.0
Q6ZP80,0.0
Q9NWY4,0.0
Q9H583,0.6335122242098986
Q9Y336,0.3333333333333333
Q9P2Q2,0.0
Q8IZS8,0.7142857142857143
Q9P0Z9,0.5618448637316562
A6NLU0,0.0
ENSP00000484144,0.0
A8MT69,0.4666666666666667
Q0D2K3,0.0
P30307,0.22666666666666666
Q6ZMY6,0.0
O60262,0.5916666666666667
A6NJV1,0.0
Q96DN2,0.0
Q9P246,0.3333333333333333
P08069,0.24382716049382716
ENSP00000431536,0.0
Q5VYY1,0.0
O95861,1.0
Q9UBP0,0.38405797101449274
P46439,0.6
Q2M329,0.0
Q9P2H0,0.0
Q96FF9,0.6021021021021021
Q8IWU9,0.2857142857142857
Q86UY6,0.0
Q9BYR6,0.0
Q5SGD2,0.0
Q14195,0.5
Q9NQG6,1.0
Q96BM1,0.0
Q8TE76,0.0
Q9UGU5,0.5833333333333334
Q9GZX7,0.0
Q8WY36,0.0
OPN1SW,0.7619047619047619
Q5JR12,0.0
Q96Q83,0.3333333333333333
Q8IYI6,0.39655172413793105
Q8TDM6,0.6666666666666666
O00762,0.29123029726012906
P20042,0.5110759493670886
ENSP00000454699,0.0
Q8WYA1,1.0
Q9NRE2,0.0
ENSP00000475641,0.0
O95864,0.0
ZNF66,0.0
P09651,0.40673076923076923
Q9Y536,0.0
P22532,1.0
Q06730,0.0
O75459,0.0
P23497,0.4753623188405797
Q9Y2T7,0.0
Q9BWP8,1.0
O43593,0.0
Q6UY01,0.0
Q92667,0.22058823529411764
P33402,0.5
Q9H3N1,0.0
O43314,1.0
Q8N9I5,0.6666666666666666
P06133,0.0
Q96CB9,0.0
P60508,0.0
Q8NGC4,0.0
O95452,0.0
Q5T1Q4,0.0
Q8TE82,0.0
C10orf12,0.0
Q96A09,0.0
Q12907,0.7
O94973,0.25806451612903225
Q5T5U3,0.0
P42285,0.41691542288557215
Q9H116,0.0
P55040,0.0
Q9NYK1,0.20588235294117646
P01583,0.2781144781144781
P57773,0.0
Q8NB90,0.0
ENSP00000408511,0.0
Q8N954,0.0
P61225,0.0
ENSP00000417517,0.3611111111111111
Q8N3K9,0.0
Q9NP78,0.0
P43694,0.13652482269503546
Q8NGN4,0.0
Q14667,0.0
Q9P206,0.0
Q9UHA2,0.0
Q9NX09,0.5512820512820513
Q13315,0.16310236669518108
Q5JRV8,0.0
Q8N0Z2,0.0
Q96SC8,0.0
Q96LL3,0.0
Q9UKP3,0.2
Q9NYM9,0.8666666666666667
Q9P2W3,0.391812865497076
Q6PEX3,0.0
Q9UIK4,1.0
P34820,0.9333333333333333
ENSP00000424951,0.0
Q9UKQ2,0.3333333333333333
Q96LA6,0.0
P41587,0.7
O14793,0.3076923076923077
Q12979,1.0
Q6ZNG2,0.0
O15375,0.0
Q0IIM8,1.0
Q14011,0.3333333333333333
P56746,0.0
P54819,0.24761904761904763
Q9HBK9,0.0
Q8TD16,0.5228758169934641
O75608,0.2777777777777778
Q9NYM4,0.0
Q9UPT8,0.0
Q9UPN4,1.0
Q8WVS4,0.65
P25788,0.45862412761714855
Q9BPW8,0.0
O15287,0.5883441258094357
O75956,0.0
Q9ULX9,0.5303030303030303
P62166,0.06666666666666667
O15055,0.3226600985221675
Q9Y520,0.0
Q96F45,0.0
Q9HBE4,1.0
Q9Y3C1,0.7720588235294118
O14958,1.0
GVQW2,0.0
Q6QNY0,0.6794871794871795
Q8IVC4,0.0
Q9BXA7,0.0
Q9UBT2,0.4696969696969697
Q5T481,0.0
Q9BV40,0.4566145092460882
Q9BXJ7,0.6666666666666666
Q3KP31,0.0
P61278,0.14532019704433496
Q6PJW8,0.0
Q96LC7,0.0
Q5VUA4,0.0
Q96P53,0.0
Q9NUU7,0.5
Q9Y2T5,0.0
Q9NTN3,0.0
Q9BXF9,0.0
P17035,0.0
Q5VYJ5,0.0
Q5H9J7,0.0
O43543,0.4883720930232558
P29474,0.14705882352941177
Q04760,0.0
Q8TAM2,0.8245614035087719
Q6IV72,0.0
P19532,0.2222222222222222
Q9BRQ5,0.6666666666666666
Q8WYQ4,0.0
Q9Y5W3,0.0
Q96EW2,0.0
Q9UJU3,0.0
Q96ES6,0.0
Q96K83,0.0
Q8TCX5,0.0
Q9BYU5,0.0
Q5J5C9,0.9886039886039886
Q9BY31,0.0
O60494,0.25
Q9Y278,0.22727272727272727
Q9NY72,0.39285714285714285
Q7Z4I7,1.0
O14492,0.5054945054945055
P98088,0.3677069199457259
Q9ULP9,0.0
Q9H165,0.42857142857142855
Q96PL1,0.0
Q96HU8,0.0
P08637,0.21369102682701202
Q6VMQ6,0.2
P29084,0.6882516188714154
Q5VTL7,0.0
Q9BW30,0.0
Q5SQI0,0.0
Q01130,0.3484042553191489
Q93091,0.0
P09132,0.5321637426900585
Q01362,0.41251778093883357
P49642,0.5409090909090909
Q09428,0.17777777777777778
Q9Y5U2,0.6444444444444445
Q0VG99,0.0
Q5SXH7,0.0
Q9ULC3,1.0
P59817,0.0
Q96JT2,0.0
O00488,0.6448412698412699
Q8TF20,0.0
Q8NI29,1.0
A0PJZ3,0.0
Q9P2D7,0.580952380952381
Q9Y574,0.75
Q14590,0.0
P51679,0.3333333333333333
Q8IZU0,0.0
Q9BRK4,0.0
Q16553,0.0
Q9Y3R4,0.9
Q66K74,0.0
Q96KQ4,0.1388888888888889
P53680,0.28721174004192873
P52333,0.2786516853932584
Q96MF6,0.0
P07992,0.32912136350279164
Q9Y6A5,0.6492307692307693
Q14004,0.509090909090909
Q9H0N0,0.0
Q14964,0.6666666666666666
Q9Y4G2,0.3333333333333333
Q86VY9,0.0
Q8N9B4,1.0
P59780,0.6904761904761905
Q6UX82,0.0
Q6UXZ0,0.0
Q96CA5,0.38095238095238093
Q5VUJ9,0.0
A6NC57,0.0
Q9BXL6,0.6666666666666666
Q8IWZ6,0.7526315789473684
Q13873,0.27631578947368424
Q96A26,0.0
Q8WXH2,0.0
O75626,0.5333333333333333
Q5T3J3,0.0
Q8N468,0.0
MDS2,0.0
P49327,0.11092436974789915
Q9Y2V2,0.0
C20orf202,0.0
Q6ZWK6,0.0
Q86YI8,0.0
Q9HBL0,0.6381766381766382
Q9P2W7,0.3466666666666667
Q9UJQ7,0.0
Q5M9N0,0.0
Q9H1A4,0.6955602536997886
Q14106,0.0
P0C0S5,0.17401883000105786
Q96LK8,0.0
P98160,0.08972972972972973
Q9P244,0.0
Q9Y575,0.0
P28223,0.4666666666666667
Q5VWK5,0.48188405797101447
Q92506,0.3566666666666667
Q8IXR5,0.0
Q9H6B4,0.0
Q9UIA0,0.7555555555555555
Q9Y283,0.2777777777777778
O15018,0.0
Q96T49,0.3333333333333333
Q9NU39,0.0
Q5T9A4,1.0
P12643,0.2413793103448276
O00141,0.1935483870967742
O14709,0.0
Q86XF7,0.0
Q9H2P9,0.5357142857142857
P24903,0.0
O75880,0.4696969696969697
EFCAB8,0.0
Q8NFU4,0.0
Q96AQ7,0.39285714285714285
Q53T59,0.0
Q5T0N1,1.0
Q9BQE3,0.483065953654189
O60437,0.09090909090909091
Q9NVW2,0.3333333333333333
Q7Z7L7,0.9523809523809523
O14986,0.19004524886877827
Q99704,0.3599114064230343
O75400,0.4804804804804805
Q8IYX0,0.0
Q99470,0.0
Q86SG7,0.0
Q9NRY7,0.0
Q9P0S3,0.4666666666666667
Q7L5N1,0.4124223602484472
Q86VF7,0.0
Q8TCD6,1.0
A0FGR8,1.0
P22607,0.2697414395527603
Q9UQN3,0.36259920634920634
Q96L94,0.0
Q8N4L1,0.0
Q6ZSS3,0.0
P05109,0.23976608187134502
P16930,0.2
Q9Y2Z4,0.48295454545454547
Q8IZN3,0.0
Q5H913,0.0
Q14390,0.0
P47974,1.0
P0C7Q6,0.0
P15735,0.6
P22830,0.19473684210526315
A6ZKI3,0.0
O00341,0.1
Q9P2E8,0.0
