node,degree_centrality,closeness_centrality,betweenness_centrality
Q8BJ03,0.000277272,0.6447700717547891,0
P13236,0.00019484,0.6169215493570349,0
Q17353-3,0.00025479,0.3737929018879551,0
Q2VPK5,0.000164864,0.8142846214952978,0
Q14684-1,0.000374692,0.7491394713146744,0
Q9VJD4,0.000599507,0.4761370518170824,0
Q940D0,0.000164864,0.4425810920916393,0
Q06411,0.001206508,0.6991165517503733,0
Q9QUI0,0.00025479,0.7025760250307163,0
G5EC72,0.00019484,0.4062538356388153,0
P77580,0.000134889,0.5666125791067418,0
O76460,0.000134889,0.4566476331834511,0
Q92608,0.000389679,0.7296748005105805,0
O83873,0.000142383,0.0067917200493183,0
P06899,0.000299753,0.7505229080723778,0
Q9H6R4,0.00025479,0.8542882562950151,0
A0A1D6EP97,0.000307247,0.0676342385098246,0
Q9UK58,0.000277272,0.7597229257926017,0
P53390,0.000179852,0.6131648072458494,0
A0A1D6NC50,0.000569532,0.0667194713819855,0
P17096-1,0.000247297,0.7378235171633337,0
P69479,0.011023433,0.8799706776918815,0
P14735,0.000532062,0.8313958440902083,0
Q99877,0.000224815,0.7428194117891648,0
P50440,0.000187346,0.703392389591625,0
O00506,0.000502087,0.7688957292955543,0
Q99962,0.000621988,0.819525630765792,0
B6T5B9,0.000209827,0.066867127184072,0
P53207,0.000209827,0.6003678183592451,0
Q12049,0.000202334,0.6309818366812524,0
Q8TD31,0.000749384,0.8203849131749597,0
Q96KY9,0.000172358,0.7129638819228787,0
P19012,0.001461298,0.8364582233256859,0
O15260,0.000636976,0.8932675946967594,0
P46460,0.00019484,0.7045894563264088,0
Q8WVV4-1,0.000322235,0.7102804976985196,0
Q9UBB9,0.002225669,0.8455139006203819,0
C0PFW7,0.000374692,0.0664443671359768,0
P38123,0.000307247,0.6386738539864276,0
Q04322,0.000269778,0.6258255560823448,0
Q8R349,0.000389679,0.7384531626000983,0
Q9LNM6,0.001626162,0.48856280224311,0
O60506-4,0.000224815,0.6739064435117613,0
Q0PBV0,0.000157371,0.0233417187638294,0
A0A1D6MYY7,0.000187346,0.061853630314955,0
Q9Y3D0,0.000464618,0.7604507177901629,0
P55979,0.000157371,0.0012390101794119,0
Q8N2K0,0.000217321,0.8298486556145287,0
Q9SK33,0.00029226,0.4222489955839961,0
Q9Y4K0,0.000374692,0.8183295134968935,0
P08579,0.000764371,0.863803706371588,0
P05129,0.000329729,0.7968390973998987,0
Q9Y5Z0,0.00019484,0.675660036350696,0
B4FAL9,0.000397173,0.069581183516059,0
Q9Y3T9,0.000592013,0.8638364402367028,0
EBI-13649047,0.000157371,0.4087139665479581,0
O75976,0.000374692,0.8547835881617623,0
Q8BGH2,0.000434643,0.750188177084967,0
P38121,0.00029226,0.6594874654857923,0
Q23458,0.00019484,0.4327691739040059,0
P48651,0.000217321,0.7776832365802444,0
O14492-2,0.000134889,0.5777535830045788,0
P13473,0.000202334,0.8848573077501009,0
O65389,0.000202334,0.5731390073874855,0
P47754,0.000142383,0.7021325605116291,0
Q03252,0.000479606,0.7941690741703648,0
O95696,0.00029226,0.7848636328673362,0
EBI-1058314,0.000442136,0.726164920536455,0
Q9H5Q4,0.000269778,0.8328420731737812,0
Q9FYS0,0.000134889,0.0650321271986683,0
Q9UJX6,0.000307247,0.7429249201617452,0
P23128,0.000187346,0.5422145525987284,0
Q18776,0.000217321,0.4303911953258195,0
Q8TB22,0.000367198,0.7453235385682782,0
Q96DC9,0.000247297,0.7128387631188475,0
Q92966,0.000164864,0.7122440515574537,0
EBI-13686833,0.000149877,0.4416868112377305,0
Q99871,0.000404667,0.8414708848418958,0
Q8GXR6,0.000149877,0.4288680654899744,0
Q9BZE4,0.001131569,0.9130981549517382,0
Q08960,0.000157371,0.6594615527468196,0
P05749,0.000172358,0.6288848713299072,0
P38339,0.000247297,0.6633566602685146,0
P26450,0.000359704,0.6689874894794756,0
Q0P9Q0,0.000329729,0.0279151690244831,0
P31689,0.001551224,0.9097087521436296,0
P36015,0.000217321,0.6244614645226384,0
O14829,0.000389679,0.7499369564852336,0
Q13144,0.000337223,0.8232579577978606,0
Q9P0J0,0.000711914,0.852069676092272,0
Q8T3Z0,0.000149877,0.4352502177161749,0
Q12124,0.000457124,0.6412362677487258,0
Q15286,0.000359704,0.8972200481296139,0
Q0E8T4,0.000142383,0.436225225065862,0
Q96D03,0.001626162,0.7216164764084851,0
C0PJA2,0.000157371,0.0641178496674887,0
Q0PAY9,0.000299753,0.0217938080646357,0
Q04049,0.000239803,0.6464035796503562,0
Q9NTK5,0.000314741,0.892132203327159,0
Q68CQ4,0.000187346,0.757624920367783,0
Q9SRZ8,0.000172358,0.4314877188429276,0
Q13151,0.00080184,0.9037599034455852,0
Q9UJY4,0.000322235,0.7844379436800241,0
Q83A33,0.000284766,0.6918729266423763,0
Q9ULK2,0.000142383,0.748026276914943,0
P03129,0.001019162,0.7930457781148392,0
Q9Y3U8,0.000779359,0.8571832466509413,0
Q9FF62,0.000749384,0.4331372471220798,0
Q60875,0.000142383,0.7123746102269712,0
Q12450,0.000232309,0.6112418897118621,0
P0A7M6,0.000359704,0.5490802486911102,0
Q13137,0.001791027,0.892889505937124,0
Q9NV56,0.000457124,0.7852413347151894,0
Q96T49,0.000464618,0.7218842202857174,0
Q6P4F7-1,0.000142383,0.7259105529524332,0
A0A1D6M723,0.000277272,0.0669782986405072,0
Q86WX3,0.00025479,0.7827173306259041,0
Q924S7,0.000142383,0.7067501585916073,0
Q04760,0.00019484,0.7778281949868683,0
A0A6L7H1G2,0.000367198,0.7374362751789222,0
O15519,0.000322235,0.7331357122548057,0
Q96AP0,0.000651964,0.8045437057543104,0
Q03334,0.000157371,0.4606763248392977,0
Q15723,0.000966705,0.8584595425306965,0
Q13243,0.000599507,0.7965893186499968,0
Q08817,0.000344716,0.626695833214649,0
Q5VZL5,0.000524569,0.8631505252595779,0
Q8TCT7,0.000749384,0.7233276536801813,0
P35573,0.000224815,0.8296381419033758,0
Q6UX34,0.000172358,0.6069791344468233,0
Q9SAQ3,0.000269778,0.0629817977399431,0
Q15031,0.00019484,0.8321364651582064,0
A0A1D6JYM6,0.000187346,0.068110688311981,0
Q9LDI3,0.000269778,0.5977965734878096,0
Q9UHB6-4,0.000269778,0.7398776546301477,0
O43318,0.001206508,0.8761030785343854,0
P32891,0.000134889,0.6089937611174484,0
Q9GZY8-5,0.000771865,0.6267889359844828,0
P00431,0.000142383,0.6591388108689681,0
P04156,0.003169893,0.92440496349344,0
B4FLB4,0.000172358,0.0632289231287534,0
Q9UMR2-2,0.000532062,0.735875408202801,0
Q5TAB7,0.000164864,0.6782036883454498,0
P32445,0.000494593,0.6543535368311355,0
P25357,0.000232309,0.6406687101417914,0
O96014,0.000157371,0.6369816185127549,0
Q8TCT9,0.000314741,0.8432428220902012,0
Q9P2J5,0.000629482,0.8788404957766757,0
Q9ASS4,0.000464618,0.586528278017984,0
Q9NQ75-2,0.000262284,0.7260244268496975,0
P16521,0.001101594,0.6770612110456952,0
P28482,0.00128894,0.8483929836970526,0
B4FTM1,0.000269778,0.0665358161295503,0
Q8SXP8,0.000532062,0.5187001506785474,0
Q9W3Y7,0.000247297,0.5089287024456595,0
Q6ZMZ0,0.000524569,0.7439551997102479,0
Q9VJQ5,0.000134889,0.4863980464669407,0
A0A1D6JZR1,0.000172358,0.0652603800330528,0
O60826,0.000621988,0.889311490640753,0
EBI-13684471,0.000232309,0.4089000967752313,0
P05030,0.000262284,0.6441470676673167,0
P35240-2,0.000277272,0.7385170790185118,0
B1V8A0,0.000344716,0.4218588669463108,0
Q15649,0.000164864,0.7440070242863813,0
B6TW91,0.000299753,0.066793217679649,0
Q15233,0.001064125,0.8799691566792888,0
P15705,0.000322235,0.6454158281717299,0
P36132,0.000172358,0.6514116518299973,0
B4FFG3,0.000314741,0.0695011560437796,0
P00338,0.000607001,0.8621945058814767,0
Q6NUQ1,0.001116582,0.886426235555744,0
Q7L591-3,0.000277272,0.6963450219800994,0
Q8BFY9,0.000397173,0.7574734936044724,0
Q9R1X4,0.00019484,0.7266773025945417,0
Q9VWG6,0.000164864,0.4674124339397482,0
O75665,0.002158225,0.8880069325799275,0
O83667,0.001056631,0.0092712368927202,0
Q13011,0.001551224,0.8666800440285913,0
Q96KP1,0.000247297,0.825421632441534,0
Q7Z398,0.000239803,0.7197288220950612,0
Q9M7Q2,0.000157371,0.5664520260394813,0
B6SRR5,0.000374692,0.0657574849887847,0
Q9C086,0.000711914,0.76691546323473,0
P61327,0.000209827,0.7133474982236012,0
Q9NY72,0.001266458,0.7321583259001174,0
Q9PML1,0.00054705,0.0295639739327396,0
P29366,0.000621988,0.7858845863356778,0
P30048,0.00083931,0.8605141945592357,0
Q9H1K1,0.00025479,0.7282920663512729,0
O43167,0.000666951,0.7542877117995809,0
P36508,0.000674445,0.7034299692150315,0
O60603,0.000314741,0.8189851010736807,0
Q9GZR5,0.000719408,0.6747442404910812,0
P25639,0.000187346,0.6074037471376791,0
P42766,0.00089926,0.869905956617452,0
P48743,0.000179852,0.647680979070038,0
K7UE71,0.000134889,0.0654725017084286,0
EBI-13650427,0.000209827,0.4429195492759779,0
O88447,0.000157371,0.7033221005590647,0
Q9H492,0.003334757,0.8466716341659101,0
Q6P2K6,0.000134889,0.7216273869254661,0
Q9SIE6,0.000142383,0.4720414584086844,0
Q9Y297,0.000816828,0.7727506242111971,0
Q38824,0.000307247,0.43436749834523,0
Q7JWD6,0.000164864,0.4953494618934593,0
Q9Y4G6,0.000179852,0.8065099098750367,0
A0A1D6I4G0,0.000157371,0.0640838517105286,0
O14830,0.000172358,0.7760094441563427,0
Q9C026,0.000359704,0.7927029080162631,0
Q9UBI6,0.000299753,0.8027836511613408,0
Q9M0V8,0.000629482,0.488509358693649,0
P98175,0.000734396,0.8827828672333616,0
Q9H4P4,0.000539556,0.7463634041136269,0
Q07488,0.000464618,0.5734252038674225,0
Q8WVV5,0.000472112,0.6987819726083386,0
P51521,0.000164864,0.4922361830930833,0
P04075,0.000659458,0.8645102336771492,0
Q8WUY8,0.000224815,0.7836518760446859,0
Q9VUH7,0.000322235,0.4660732209511347,0
Q9UFF9,0.000367198,0.7797617712131483,0
P05455,0.000989186,0.8834150100638429,0
P34078,0.000149877,0.6515191917237093,0
C0LGJ1,0.00019484,0.4728137675069741,0
Q6L8H1,0.000277272,0.5945078958188504,0
P43579,0.000337223,0.6616043590057911,0
Q0P8G5,0.00025479,0.026313264595019,0
O95922,0.000149877,0.7246812679149834,0
EBI-13649951,0.000179852,0.4428611133815835,0
P31629,0.000179852,0.7260161439070852,0
P38690,0.000232309,0.6275587352952312,0
EBI-13646681,0.000134889,0.4426461250310367,0
K7UL61,0.000344716,0.0628181178812373,0
P15036,0.000344716,0.7193464448868865,0
Q9UKR5,0.000906754,0.7605393281520689,0
P84098,0.000764371,0.8937349032380253,0
Q7TPR4,0.000142383,0.6435502129869404,0
P24869,0.000217321,0.6207475667636325,0
O95931,0.000284766,0.7394982794267927,0
Q9H6Y7,0.000224815,0.7413317610676302,0
O48533,0.000157371,0.4764623492103172,0
Q6ZQ08,0.000142383,0.6626213352954495,0
Q8IW45,0.000142383,0.698416732502139,0
Q9LQ65,0.000134889,0.4320152257577325,0
Q13098,0.000382186,0.841741257122825,0
P46988,0.002892621,0.6752164546667938,0
Q07381,0.000494593,0.6689036934336134,0
P29310-2,0.000307247,0.4814164891687231,0
Q8NI17-12,0.000172358,0.669538546149286,0
Q9C0K1-2,0.00019484,0.7004073249401285,0
Q8I7C3-2,0.000269778,0.4583071963751933,0
Q8N1G0,0.000344716,0.7995802933780541,0
O15020,0.000374692,0.8493101234784133,0
X5D6G5,0.000322235,0.0,0
Q12955,0.000479606,0.8796138908403961,0
P78347,0.00064447,0.8934421248111003,0
Q9P015,0.000412161,0.7923562235351025,0
P53974,0.000142383,0.6359657551286672,0
Q0PCA4,0.00025479,0.0278283633799632,0
P40561,0.000262284,0.6705591761108995,0
EBI-13649103,0.000344716,0.4429760733813042,0
Q86UD4,0.000209827,0.6444017256074416,0
B4DYC6,0.000726902,0.7204343021217684,0
O44437,0.000217321,0.466155300789551,0
Q8SZ28,0.000179852,0.4670333829740224,0
O60921,0.000209827,0.7693481152240125,0
P38064,0.000284766,0.6463740344246315,0
Q0P8M9,0.000367198,0.0274827627548341,0
Q96PV0,0.000224815,0.7218483959005604,0
P33442,0.00054705,0.64925255249074,0
P62701,0.001109088,0.8890081482094051,0
O60674,0.000367198,0.7958658035284683,0
O95870,0.000562038,0.7047315311685268,0
B4FMV3,0.000217321,0.0662622212243345,0
P10686,0.000239803,0.7384431655017433,0
Q22387,0.000487099,0.4383571820872721,0
P42073,0.000307247,0.6598399099773902,0
P11362-14,0.000232309,0.7557979467646049,0
Q12020,0.000134889,0.660301762997224,0
P40366,0.000179852,0.6515597715546325,0
Q0P9U9,0.000434643,0.027846443014233,0
Q0PBX7,0.000434643,0.0287549601338669,0
P50552,0.000554544,0.8595267548999614,0
Q10570,0.000494593,0.7880035927727631,0
K7U9P8,0.000149877,0.0637290378867123,0
Q13042,0.000464618,0.8082653996632332,0
B6SIY6,0.000344716,0.0686523447929687,0
Q7Z2K8,0.000202334,0.8549577600737504,0
Q9VZF4,0.000404667,0.5178901980818643,0
P53292,0.000239803,0.6109186655177381,0
Q8TDQ0,0.000599507,0.741589851225107,0
Q9P0J7,0.000299753,0.7753224204354018,0
Q38822,0.000562038,0.4382429719017246,0
A0A1D6F227,0.000142383,0.054589658006541,0
Q9H0R3,0.000314741,0.7119452424470883,0
Q9NXF8,0.000247297,0.6147237997500365,0
A0A1D6MCG8,0.000517075,0.0687891077113028,0
Q7K3G5,0.000217321,0.5047260827406981,0
P22694-2,0.000269778,0.7199686931375983,0
Q8IWA0,0.000209827,0.7474149535289609,0
Q9Y597-2,0.000134889,0.7222604203466236,0
Q12449,0.000809334,0.6811573158421074,0
P25343,0.000614495,0.6619220616845508,0
P11438,0.000142383,0.6487032330563631,0
Q96Q04,0.000711914,0.8276478365171308,0
Q96AH0,0.000164864,0.7112576071353842,0
Q14938,0.001333903,0.8719097978267807,0
EBI-13648320,0.000157371,0.4500131286962391,0
Q9PIP2,0.000232309,0.0259419350774479,0
P62495,0.000419655,0.8522494015161152,0
Q9NA56,0.000284766,0.4100732906001903,0
O15105,0.00025479,0.722976692458582,0
P31946,0.003005028,0.859514178344923,0
P62837,0.001124075,0.7921951164636051,0
P38432,0.000966705,0.8831248677127504,0
EBI-13649185,0.000179852,0.4428152744740426,0
P18484,0.000149877,0.6752716839220309,0
P05694,0.000472112,0.6606173583634034,0
Q96A23-2,0.000172358,0.7111602388272209,0
Q8TF01,0.000164864,0.787416134935267,0
Q92882,0.000217321,0.7164931958060062,0
P03225,0.000592013,0.7800895509766244,0
Q5SZD1,0.000621988,0.7489642374488098,0
Q5T8D3-2,0.000157371,0.7207987866661031,0
O95425,0.000577025,0.8286959723437195,0
Q7L5Y9,0.000202334,0.7381729893530007,0
P70326,0.000479606,0.6735783235237911,0
P29311,0.001296434,0.7635453297970585,0
Q9Y463,0.00054705,0.808408291400381,0
Q9W483,0.000232309,0.45890318902874,0
Q9UI09,0.000599507,0.8454656914267218,0
A0A1D6LBU5,0.000284766,0.0671084667917491,0
P25090,0.000569532,0.7169772055613683,0
P49354,0.000239803,0.8321614019577209,0
Q99942,0.000584519,0.7451675359248231,0
O95749,0.00019484,0.71335349550385,0
Q401N2,0.000314741,0.6974446229053061,0
Q9WMX2-PRO_0000037550,0.000404667,0.7390524113790305,0
Q9Y6G3,0.000479606,0.7725301743538343,0
P07306,0.000277272,0.6602361113739381,0
P46937,0.001408841,0.8840879743988531,0
P52926,0.00019484,0.8341653003139414,0
O61307,0.005560427,0.5370776906275413,0
Q96DB2,0.001064125,0.7926370845537533,0
P32591,0.000412161,0.6557475979817745,0
Q99996,0.000397173,0.8825222060635355,0
A2CEI6,0.000164864,8.999101889631415e-05,0
Q14498,0.00089926,0.8133518591430333,0
P15208,0.000172358,0.7129033136133074,0
Q04305,0.000479606,0.6140239022276912,0
Q53GS7,0.000592013,0.8441259935849457,0
Q9PIR1,0.000187346,0.0255648791697141,0
O15126,0.000479606,0.8724796061237633,0
Q8TBB0,0.000134889,0.6176675372991609,0
Q96MP8-2,0.000299753,0.6424338500411064,0
Q0PC53,0.000681939,0.0254053728264309,0
Q9VNE0,0.000202334,0.5222074578192303,0
Q8NCG7-2,0.000142383,0.6560216567033368,0
P28631,0.000202334,0.7456856144398436,0
P23381,0.000172358,0.8326531887964581,0
EBI-13647155,0.000142383,0.4169900707731415,0
Q14671,0.000314741,0.8496805601280717,0
P48723,0.000389679,0.7410087717233326,0
Q6PI78,0.000277272,0.6884662818873155,0
Q9BPZ2,0.000149877,0.7030048411157306,0
EBI-13647701,0.000299753,0.4428811468082665,0
Q9UDX3,0.000164864,0.609827563786415,0
Q9UMX1,0.000502087,0.7299178596849505,0
Q9W4P5,0.000172358,0.4778016255429343,0
P38764,0.001206508,0.6724978501319372,0
Q68FS2,0.000157371,0.7121550466233209,0
Q9VLU9,0.000149877,0.4904886029397193,0
B4FCH2,0.000314741,0.0676531684836881,0
Q9Y324,0.00044963,0.7516343035747953,0
O95999,0.000337223,0.7530941856287819,0
Q5T0L3,0.000142383,0.6310644834276158,0
Q8QZZ8,0.000479606,0.697078552016953,0
Q8C1B7,0.000149877,0.7115442366043908,0
Q15043,0.000224815,0.8383618464001725,0
Q15049,0.000142383,0.7834987100551017,0
Q8H1S2,0.000134889,0.4312568371230174,0
Q9LRH6,0.000149877,0.4037510851742758,0
P30626,0.000187346,0.8172103363920049,0
Q0P8W2,0.000517075,0.0287387241398611,0
Q03957,0.000314741,0.6434452875152495,0
Q12797,0.000651964,0.8060523401122996,0
Q14139,0.000179852,0.8307121118087345,0
Q9P2M7,0.000816828,0.8582231726960927,0
O15062,0.000217321,0.7161270074562849,0
Q96FV0,0.000157371,0.7073069006431574,0
Q91B85,0.000284766,0.7350997496573616,0
P53719,0.000142383,0.6434493537566186,0
P78358,0.000584519,0.6447191746632047,0
P51172,0.000157371,0.7098764152773129,0
P25303,0.00164115,0.6646722169066082,0
Q9BUQ8,0.000584519,0.7898639535571621,0
P94846,0.000134889,0.0016075201778512,0
Q92547,0.000269778,0.7808401398330435,0
P32861,0.000412161,0.643884467282151,0
C0LGP2,0.000224815,0.48751528811842,0
O95433,0.000532062,0.8598437088144091,0
P38321,0.000149877,0.6371267030911817,0
P45447,0.000389679,0.5637108856717732,0
Q6R2K2,0.000142383,0.4682431467224053,0
Q9NZJ4,0.000164864,0.7863207537053833,0
Q86YB8,0.000179852,0.7339869395466639,0
P60880,0.000419655,0.7723875743633327,0
Q9VVG2,0.000134889,0.4717940067851709,0
Q69ZQ2,0.000142383,0.7050262671111565,0
Q96S79,0.000187346,0.7719893547337316,0
O15084,0.00089926,0.8353072188071171,0
Q9P0M6,0.000831816,0.816993511051644,0
Q9NRJ7,0.000262284,0.7002493295608174,0
A0A1D6LAM6,0.00025479,0.0598326025145988,0
Q96HH9,0.00025479,0.7449480065052545,0
P43490,0.00025479,0.7903859388893383,0
Q8TA86,0.000142383,0.7785395111551241,0
Q9Y5U2-2,0.000419655,0.7568800188460229,0
Q9SND4,0.000217321,0.4363297845658697,0
Q00325,0.001034149,0.8788667931493739,0
A0A1D6QH07,0.000142383,0.0658291188722841,0
Q16623,0.000989186,0.7210152037232024,0
Q8BP00,0.001041643,0.6844366233495385,0
P52286,0.000689433,0.6861101835598705,0
Q8LDQ4,0.00025479,0.3248564131834544,0
Q8MRU2,0.000142383,0.4809604689718453,0
B4FMM6,0.000247297,0.0651548337949926,0
Q9C0H5-2,0.00019484,0.7280445357154217,0
A0A1D6I348,0.000831816,0.0716010973033503,0
O92551,0.000142383,0.7087123022045704,0
Q86VF2-5,0.000299753,0.6282562485141413,0
Q9VZ59,0.000142383,0.4476438693795492,0
P06396-2,0.000367198,0.7385860068839772,0
Q96NT0,0.000374692,0.806617247913656,0
Q1D333,0.000187346,0.0015870037791849,0
P41910,0.00025479,0.7126106009667806,0
P49790,0.000884273,0.8565016083425081,0
Q6W2J9-2,0.000134889,0.7249598941059483,0
P48431,0.00367198,0.8848306506657678,0
P21926,0.000689433,0.788492996832256,0
Q8WVM0,0.000179852,0.8602447119499349,0
P32468,0.000389679,0.6408017673220763,0
P46674,0.000202334,0.6403310737339106,0
Q13627,0.001243977,0.8613095699816592,0
Q9HAZ1,0.000217321,0.7412536855074805,0
P17886,0.000427149,0.5336493514893549,0
A1Z9X0,0.000172358,0.4973524044800084,0
A0A1D6HQC9,0.000382186,0.0592459889428615,0
P16703,0.000164864,0.4947647193542447,0
Q13191,0.000539556,0.7685142489302933,0
C0LGI5,0.000314741,0.4784731167590597,0
Q5TKA1,0.000232309,0.8038843683106426,0
Q9P2K1,0.000262284,0.8057627435248575,0
A0A1D6GU10,0.000592013,0.0622198292811302,0
Q7KT70,0.000262284,0.4754456024817394,0
Q03188,0.000427149,0.7899664976368067,0
Q4KWL5,0.000172358,0.0657574849887848,0
EBI-13648850,0.000149877,0.4170250251938136,0
Q9NS73,0.00044963,0.8198573327534672,0
B4FA22,0.00019484,0.0650846590997188,0
P32288,0.000217321,0.6550419592808414,0
P53843,0.000239803,0.6319491409404941,0
P55795,0.000846804,0.8124566694677763,0
EBI-22265067,0.000284766,0.6336935762067978,0
P22059,0.000217321,0.8749787929198574,0
